  0.153223500      -5.52888103E-02
  0.149132252       5.52888103E-02
  0.154828876     -0.248535410    
  0.158469856      0.248535410    
  0.132946730     -0.353821754    
  0.129727364      0.353821754    
  0.146511674     -0.528690100    
  0.148890495      0.528690100    
  0.100944996     -0.620370448    
   9.89928246E-02  0.620370448    
  0.119414747     -0.758224785    
  0.120657921      0.758224785    
   6.72926307E-02 -0.830003023    
   6.63673878E-02  0.830003023    
   7.38763213E-02 -0.918621600    
   7.43723959E-02  0.918621600    
   3.24150249E-02 -0.959408402    
   3.21305171E-02  0.959408402    
   1.98739078E-02 -0.994618356    
   1.99305974E-02  0.994618356    
