   0.00000000       1.50000000       1.00000000    
   9.99999978E-03   1.44100571       1.00146997    
   1.99999996E-02   1.38791323       1.00288403    
   2.99999993E-02   1.33939743       1.00424731    
   3.99999991E-02   1.29446471       1.00556397    
   4.99999970E-02   1.24317241       1.00704265    
   5.99999987E-02   1.20441377       1.00826657    
   7.00000003E-02   1.16712844       1.00945246    
   7.99999982E-02   1.13096976       1.01060152    
   8.99999961E-02   1.09563184       1.01171482    
   9.99999940E-02   1.05307567       1.01295590    
  0.109999999       1.01923943       1.01399553    
  0.119999997      0.985324204       1.01500142    
  0.129999995      0.951130748       1.01597250    
  0.140000001      0.916454792       1.01690876    
  0.149999991      0.873061240       1.01793265    
  0.159999996      0.837199271       1.01879644    
  0.170000002      0.800075591       1.01962352    
  0.179999992      0.761449873       1.02041149    
  0.189999998      0.721051335       1.02115965    
  0.199999988      0.668801129       1.02194417    
  0.209999993      0.624128103       1.02260673    
  0.219999999      0.576525748       1.02322257    
  0.229999989      0.525556743       1.02378786    
  0.239999995      0.470716685       1.02429974    
  0.250000000      0.397595108       1.02477396    
  0.259999990      0.333126962       1.02516747    
  0.269999981      0.262637615       1.02549243    
  0.280000001      0.185285181       1.02574241    
  0.289999992      0.100142993       1.02591097    
  0.299999982      -1.58795808E-02   1.02592170    
  0.310000002     -0.120017901       1.02590215    
  0.319999993     -0.235012129       1.02577221    
  0.329999983     -0.361528009       1.02552044    
  0.340000004     -0.499795198       1.02513635    
  0.349999994     -0.683775842       1.02439833    
  0.359999985     -0.841997504       1.02371573    
  0.370000005      -1.00643361       1.02286887    
  0.379999995      -1.17256439       1.02185249    
  0.389999986      -1.33473063       1.02066803    
  0.399999976      -1.51854944       1.01892984    
  0.409999996      -1.64905810       1.01744926    
  0.419999987      -1.76055288       1.01583457    
  0.429999977      -1.85168362       1.01410532    
  0.439999998      -1.92313182       1.01228166    
  0.449999988      -1.98690975       1.00988209    
  0.459999979      -2.02302933       1.00796914    
  0.469999999      -2.04877067       1.00600791    
  0.479999989      -2.06670356       1.00401032    
  0.489999980      -2.07895422       1.00198507    
  0.500000000      -2.08854914      0.999412239    
  0.509999990      -2.09339714      0.997404158    
  0.519999981      -2.09651232      0.995376587    
  0.529999971      -2.09843373      0.993333697    
  0.539999962      -2.09953785      0.991278291    
  0.550000012      -2.10012817      0.988682628    
  0.560000002      -2.10023904      0.986663699    
  0.569999993      -2.10011935      0.984629691    
  0.579999983      -2.09984207      0.982583404    
  0.589999974      -2.09945703      0.980526567    
  0.599999964      -2.09886885      0.977931440    
  0.610000014      -2.09836650      0.975913763    
  0.620000005      -2.09783077      0.973881543    
  0.629999995      -2.09727120      0.971837521    
  0.639999986      -2.09669542      0.969783247    
  0.649999976      -2.09595537      0.967191517    
  0.659999967      -2.09537339      0.965176702    
  0.669999957      -2.09478331      0.963147402    
  0.680000007      -2.09418678      0.961106420    
  0.689999998      -2.09358501      0.959055066    
  0.699999988      -2.09282374      0.956467211    
  0.709999979      -2.09223056      0.954455376    
  0.719999969      -2.09163237      0.952429116    
  0.729999959      -2.09102988      0.950391293    
  0.740000010      -2.09042335      0.948342979    
  0.750000000      -2.08965778      0.945759058    
  0.759999990      -2.08906198      0.943750262    
  0.769999981      -2.08846116      0.941727042    
  0.779999971      -2.08785677      0.939692318    
  0.789999962      -2.08724856      0.937647223    
  0.799999952      -2.08648062      0.935067117    
  0.810000002      -2.08588314      0.933061361    
  0.819999993      -2.08528066      0.931041241    
  0.829999983      -2.08467460      0.929009676    
  0.839999974      -2.08406496      0.926967561    
  0.849999964      -2.08329558      0.924391448    
  0.859999955      -2.08269596      0.922388792    
  0.870000005      -2.08209252      0.920371711    
  0.879999995      -2.08148479      0.918343365    
  0.889999986      -2.08087397      0.916304231    
  0.899999976      -2.08010221      0.913732111    
  0.909999967      -2.07950163      0.911732495    
  0.919999957      -2.07889676      0.909718573    
  0.930000007      -2.07828760      0.907693386    
  0.939999998      -2.07767463      0.905657232    
  0.949999988      -2.07690144      0.903089166    
  0.959999979      -2.07629943      0.901092649    
  0.969999969      -2.07569265      0.899081707    
  0.979999959      -2.07508206      0.897059739    
  0.989999950      -2.07446814      0.895026743    
   1.00000000      -2.07369208      0.892462730    
   1.00999999      -2.07308936      0.890469134    
   1.01999998      -2.07248092      0.888461411    
   1.02999997      -2.07186913      0.886442602    
   1.03999996      -2.07125306      0.884412587    
   1.04999995      -2.07047582      0.881852746    
   1.05999994      -2.06987071      0.879862130    
   1.06999993      -2.06926107      0.877857447    
   1.07999992      -2.06864786      0.875841916    
   1.09000003      -2.06803012      0.873815000    
   1.10000002      -2.06725121      0.871259153    
   1.11000001      -2.06664443      0.869271576    
   1.12000000      -2.06603336      0.867270172    
   1.13000000      -2.06541824      0.865257561    
   1.13999999      -2.06479955      0.863233924    
   1.14999998      -2.06401825      0.860682189    
   1.15999997      -2.06341028      0.858697653    
   1.16999996      -2.06279731      0.856699407    
   1.17999995      -2.06218100      0.854689896    
   1.18999994      -2.06156015      0.852669477    
   1.19999993      -2.06077719      0.850121677    
   1.20999992      -2.06016779      0.848140359    
   1.22000003      -2.05955362      0.846145213    
   1.23000002      -2.05893517      0.844138861    
   1.24000001      -2.05831289      0.842121601    
   1.25000000      -2.05752802      0.839577854    
   1.25999999      -2.05691695      0.837599516    
   1.26999998      -2.05630112      0.835607588    
   1.27999997      -2.05568147      0.833604395    
   1.28999996      -2.05505776      0.831590354    
   1.29999995      -2.05427051      0.829050660    
   1.30999994      -2.05365777      0.827075303    
   1.31999993      -2.05304074      0.825086594    
   1.32999992      -2.05241919      0.823086560    
   1.33999991      -2.05179405      0.821075678    
   1.35000002      -2.05100465      0.818540037    
   1.36000001      -2.05039072      0.816567838    
   1.37000000      -2.04977155      0.814582229    
   1.38000000      -2.04914856      0.812585533    
   1.38999999      -2.04852200      0.810577750    
   1.39999998      -2.04773045      0.808046222    
   1.40999997      -2.04711485      0.806077242    
   1.41999996      -2.04649401      0.804094672    
   1.42999995      -2.04586935      0.802101195    
   1.43999994      -2.04524088      0.800096631    
   1.44999993      -2.04444766      0.797569156    
   1.45999992      -2.04382992      0.795603335    
   1.46999991      -2.04320812      0.793623924    
   1.48000002      -2.04258204      0.791633666    
   1.49000001      -2.04195166      0.789632380    
   1.50000000      -2.04115629      0.787108898    
   1.50999999      -2.04053736      0.785146236    
   1.51999998      -2.03991342      0.783169925    
   1.52999997      -2.03928590      0.781183004    
   1.53999996      -2.03865385      0.779184997    
   1.54999995      -2.03785634      0.776665568    
   1.55999994      -2.03723598      0.774706066    
   1.56999993      -2.03661036      0.772732913    
   1.57999992      -2.03598070      0.770749271    
   1.58999991      -2.03534722      0.768754482    
   1.59999990      -2.03454757      0.766239107    
   1.61000001      -2.03392553      0.764282763    
   1.62000000      -2.03329825      0.762312889    
   1.63000000      -2.03266740      0.760332346    
   1.63999999      -2.03203201      0.758340955    
